                    x0           x1           x2           x3
  630.70000m      1.8798u    630.7000m      1.8798u    630.7000m
  631.40000m      1.8311u    631.4000m      1.8311u    631.4000m
  632.10000m      1.7838u    632.1000m      1.7838u    632.1000m
  632.80000m      1.7377u    632.8000m      1.7377u    632.8000m
  633.50000m      1.6930u    633.5000m      1.6930u    633.5000m
  634.20000m      1.6494u    634.2000m      1.6494u    634.2000m
  634.90000m      1.6070u    634.9000m      1.6070u    634.9000m
  635.60000m      1.5658u    635.6000m      1.5658u    635.6000m
  636.30000m      1.5257u    636.3000m      1.5257u    636.3000m
  637.00000m      1.4868u    637.0000m      1.4868u    637.0000m
  637.70000m      1.4489u    637.7000m      1.4489u    637.7000m
  638.40000m      1.4120u    638.4000m      1.4120u    638.4000m
  639.10000m      1.3761u    639.1000m      1.3761u    639.1000m
  639.80000m      1.3412u    639.8000m      1.3412u    639.8000m
  640.50000m      1.3073u    640.5000m      1.3073u    640.5000m
  641.20000m      1.2743u    641.2000m      1.2743u    641.2000m
  641.90000m      1.2422u    641.9000m      1.2422u    641.9000m
  642.60000m      1.2110u    642.6000m      1.2110u    642.6000m
  643.30000m      1.1806u    643.3000m      1.1806u    643.3000m
  644.00000m      1.1511u    644.0000m      1.1511u    644.0000m
  644.70000m      1.1223u    644.7000m      1.1223u    644.7000m
  645.40000m      1.0944u    645.4000m      1.0944u    645.4000m
  646.10000m      1.0672u    646.1000m      1.0672u    646.1000m
  646.80000m      1.0408u    646.8000m      1.0408u    646.8000m
  647.50000m      1.0150u    647.5000m      1.0150u    647.5000m
  648.20000m    990.0211n    648.2000m    990.0211n    648.2000m
  648.90000m    965.6876n    648.9000m    965.6876n    648.9000m
  649.60000m    942.0183n    649.6000m    942.0183n    649.6000m
  650.30000m    918.9949n    650.3000m    918.9949n    650.3000m
  651.00000m    896.5997n    651.0000m    896.5997n    651.0000m
  651.70000m    874.8155n    651.7000m    874.8155n    651.7000m
  652.40000m    853.6255n    652.4000m    853.6255n    652.4000m
  653.10000m    833.0134n    653.1000m    833.0134n    653.1000m
  653.80000m    812.9632n    653.8000m    812.9632n    653.8000m
  654.50000m    793.4596n    654.5000m    793.4596n    654.5000m
  655.20000m    774.4875n    655.2000m    774.4875n    655.2000m
  655.90000m    756.0325n    655.9000m    756.0325n    655.9000m
  656.60000m    738.0802n    656.6000m    738.0802n    656.6000m
  657.30000m    720.6169n    657.3000m    720.6169n    657.3000m
  658.00000m    703.6291n    658.0000m    703.6291n    658.0000m
  658.70000m    687.1039n    658.7000m    687.1039n    658.7000m
  659.40000m    671.0285n    659.4000m    671.0285n    659.4000m
  660.10000m    655.3907n    660.1000m    655.3907n    660.1000m
  660.80000m    640.1783n    660.8000m    640.1783n    660.8000m
  661.50000m    625.3797n    661.5000m    625.3797n    661.5000m
  662.20000m    610.9837n    662.2000m    610.9837n    662.2000m
  662.90000m    596.9791n    662.9000m    596.9791n    662.9000m
  663.60000m    583.3552n    663.6000m    583.3552n    663.6000m
  664.30000m    570.1016n    664.3000m    570.1016n    664.3000m
  665.00000m    557.2081n    665.0000m    557.2081n    665.0000m
  665.70000m    544.6649n    665.7000m    544.6649n    665.7000m
  666.40000m    532.4624n    666.4000m    532.4624n    666.4000m
  667.10000m    520.5912n    667.1000m    520.5912n    667.1000m
  667.80000m    509.0423n    667.8000m    509.0423n    667.8000m
  668.50000m      0.         668.5000m      0.         668.5000m
  669.20000m      0.         669.2000m      0.         669.2000m
  669.90000m      0.         669.9000m      0.         669.9000m
  670.60000m      0.         670.6000m      0.         670.6000m
  671.30000m      0.         671.3000m      0.         671.3000m
  672.00000m      0.         672.0000m      0.         672.0000m
  672.70000m      0.         672.7000m      0.         672.7000m
  673.40000m      0.         673.4000m      0.         673.4000m
  674.10000m      0.         674.1000m      0.         674.1000m
  674.80000m      0.         674.8000m      0.         674.8000m
  675.50000m      0.         675.5000m      0.         675.5000m
  676.20000m      0.         676.2000m      0.         676.2000m
  676.90000m      0.         676.9000m      0.         676.9000m
  677.60000m      0.         677.6000m      0.         677.6000m
  678.30000m      0.         678.3000m      0.         678.3000m
  679.00000m      0.         679.0000m      0.         679.0000m
  679.70000m      0.         679.7000m      0.         679.7000m
  680.40000m      0.         680.4000m      0.         680.4000m
  681.10000m      0.         681.1000m      0.         681.1000m
  681.80000m      0.         681.8000m      0.         681.8000m
  682.50000m      0.         682.5000m      0.         682.5000m
  683.20000m      0.         683.2000m      0.         683.2000m
  683.90000m      0.         683.9000m      0.         683.9000m
  684.60000m      0.         684.6000m      0.         684.6000m
  685.30000m      0.         685.3000m      0.         685.3000m
  686.00000m      0.         686.0000m      0.         686.0000m
  686.70000m      0.         686.7000m      0.         686.7000m
  687.40000m      0.         687.4000m      0.         687.4000m
  688.10000m      0.         688.1000m      0.         688.1000m
  688.80000m      0.         688.8000m      0.         688.8000m
  689.50000m      0.         689.5000m      0.         689.5000m
  690.20000m      0.         690.2000m      0.         690.2000m
  690.90000m      0.         690.9000m      0.         690.9000m
  691.60000m      0.         691.6000m      0.         691.6000m
  692.30000m      0.         692.3000m      0.         692.3000m
  693.00000m      0.         693.0000m      0.         693.0000m
  693.70000m      0.         693.7000m      0.         693.7000m
  694.40000m      0.         694.4000m      0.         694.4000m
  695.10000m      0.         695.1000m      0.         695.1000m
  695.80000m      0.         695.8000m      0.         695.8000m
  696.50000m      0.         696.5000m      0.         696.5000m
  697.20000m      0.         697.2000m      0.         697.2000m
  697.90000m      0.         697.9000m      0.         697.9000m
  698.60000m      0.         698.6000m      0.         698.6000m
  699.30000m      0.         699.3000m      0.         699.3000m
  700.00000m      0.         700.0000m      0.         700.0000m
